,p1_type1,p2_type1,winner,nbrContre,probWinParType
566,Electric,Normal,0,676.0,0.6183431952662722
567,Normal,Bug,1,1066.0,0.6135084427767354
568,Psychic,Ghost,1,289.0,0.5501730103806228
569,Normal,Grass,1,984.0,0.600609756097561
570,Ground,Dragon,0,137.0,0.30656934306569344
571,Ghost,Normal,0,484.0,0.506198347107438
572,Rock,Bug,1,487.0,0.5420944558521561
573,Water,Psychic,0,1086.0,0.3839779005524862
574,Water,Bug,0,1204.0,0.5390365448504983
575,Electric,Ground,0,218.0,0.0963302752293578
576,Ice,Normal,0,365.0,0.39452054794520547
577,Bug,Electric,0,473.0,0.266384778012685
578,Steel,Rock,1,179.0,0.5195530726256983
579,Psychic,Grass,1,632.0,0.6265822784810127
580,Electric,Electric,0,134.0,1.0
581,Grass,Normal,0,984.0,0.39939024390243905
582,Psychic,Rock,1,445.0,0.6292134831460674
583,Grass,Grass,1,354.0,1.0
584,Water,Water,1,971.0,1.0
585,Dragon,Ground,1,137.0,0.6934306569343066
586,Bug,Normal,0,1066.0,0.38649155722326456
587,Fire,Ice,1,196.0,0.6836734693877551
588,Rock,Normal,0,682.0,0.3944281524926686
589,Normal,Water,0,1702.0,0.6057579318448884
590,Fighting,Dragon,1,123.0,0.3252032520325203
591,Fighting,Normal,0,443.0,0.4401805869074492
592,Poison,Water,0,518.0,0.45366795366795365
593,Steel,Water,0,497.0,0.3822937625754527
594,Grass,Water,1,1208.0,0.49834437086092714
595,Water,Water,1,971.0,1.0
596,Flying,Grass,1,36.0,0.75
597,Fire,Rock,1,358.0,0.6033519553072626
598,Normal,Steel,0,422.0,0.5781990521327014
599,Ground,Steel,1,122.0,0.6229508196721312
600,Normal,Grass,0,984.0,0.600609756097561
601,Normal,Ice,0,365.0,0.6054794520547945
602,Steel,Normal,0,422.0,0.4218009478672986
603,Normal,Ground,0,472.0,0.510593220338983
604,Water,Poison,0,518.0,0.5463320463320464
605,Dark,Grass,1,332.0,0.7228915662650602
606,Grass,Steel,1,274.0,0.5036496350364964
607,Normal,Fire,1,861.0,0.45876887340301975
608,Fire,Poison,1,225.0,0.6711111111111111
609,Bug,Ice,1,295.0,0.488135593220339
610,Electric,Electric,1,134.0,1.0
611,Bug,Ghost,0,356.0,0.4550561797752809
612,Dragon,Steel,0,141.0,0.7943262411347518
613,Fire,Normal,0,861.0,0.5412311265969802
614,Water,Fairy,0,321.0,0.6884735202492211
615,Water,Electric,0,713.0,0.3015427769985975
616,Dark,Normal,0,495.0,0.5474747474747474
617,Water,Dark,0,520.0,0.3557692307692308
618,Grass,Rock,1,482.0,0.5684647302904564
619,Normal,Bug,0,1066.0,0.6135084427767354
620,Normal,Fairy,1,247.0,0.757085020242915
621,Dark,Ground,1,148.0,0.6081081081081081
622,Bug,Water,1,1204.0,0.46096345514950166
623,Grass,Normal,0,984.0,0.39939024390243905
624,Electric,Normal,1,676.0,0.6183431952662722
625,Psychic,Ghost,1,289.0,0.5501730103806228
626,Ground,Water,1,571.0,0.5306479859894921
627,Grass,Water,1,1208.0,0.49834437086092714
628,Grass,Fairy,1,203.0,0.7093596059113301
629,Poison,Fire,0,225.0,0.3288888888888889
630,Water,Water,1,971.0,1.0
631,Psychic,Poison,1,270.0,0.6111111111111112
632,Steel,Fighting,0,116.0,0.39655172413793105
633,Bug,Bug,1,386.0,1.0
634,Dragon,Rock,1,260.0,0.7461538461538462
635,Ghost,Psychic,1,289.0,0.44982698961937717
636,Ice,Ice,0,47.0,1.0
637,Poison,Water,0,518.0,0.45366795366795365
638,Fighting,Water,1,472.0,0.4533898305084746
639,Electric,Normal,1,676.0,0.6183431952662722
640,Electric,Normal,1,676.0,0.6183431952662722
641,Electric,Normal,1,676.0,0.6183431952662722
642,Water,Electric,0,713.0,0.3015427769985975
643,Normal,Water,0,1702.0,0.6057579318448884
644,Fire,Psychic,0,448.0,0.4799107142857143
645,Normal,Fire,0,861.0,0.45876887340301975
646,Fire,Grass,0,547.0,0.7038391224862889
647,Dark,Dark,0,74.0,1.0
648,Bug,Grass,1,764.0,0.518324607329843
649,Psychic,Dark,0,291.0,0.054982817869415807
650,Normal,Bug,0,1066.0,0.6135084427767354
651,Water,Bug,1,1204.0,0.5390365448504983
652,Water,Bug,1,1204.0,0.5390365448504983
653,Fighting,Steel,1,116.0,0.603448275862069
654,Water,Psychic,1,1086.0,0.3839779005524862
655,Bug,Fairy,1,190.0,0.6105263157894737
656,Fire,Ghost,1,244.0,0.6434426229508197
657,Grass,Ground,0,318.0,0.49056603773584906
658,Normal,Normal,0,708.0,1.0
659,Normal,Normal,1,708.0,1.0
660,Normal,Poison,0,432.0,0.6388888888888888
661,Water,Normal,0,1702.0,0.39424206815511165
662,Psychic,Dark,0,291.0,0.054982817869415807
663,Dragon,Fighting,1,123.0,0.6747967479674797
664,Dark,Grass,0,332.0,0.7228915662650602
665,Steel,Ghost,0,158.0,0.44936708860759494
666,Poison,Steel,0,120.0,0.24166666666666667
667,Grass,Poison,0,301.0,0.43521594684385384
668,Fire,Fighting,0,216.0,0.6481481481481481
669,Steel,Bug,0,289.0,0.5294117647058824
670,Normal,Psychic,0,811.0,0.4525277435265105
671,Bug,Water,0,1204.0,0.46096345514950166
672,Fighting,Electric,0,179.0,0.3128491620111732
673,Grass,Normal,0,984.0,0.39939024390243905
674,Grass,Dark,0,332.0,0.27710843373493976
675,Fire,Psychic,1,448.0,0.4799107142857143
676,Psychic,Normal,1,811.0,0.5474722564734895
677,Ghost,Ice,1,123.0,0.5040650406504065
678,Water,Steel,1,497.0,0.6177062374245473
679,Fire,Water,1,931.0,0.5843179377013964
680,Fairy,Dark,1,83.0,0.20481927710843373
681,Ghost,Fire,0,244.0,0.35655737704918034
682,Rock,Bug,1,487.0,0.5420944558521561
683,Water,Rock,0,759.0,0.5902503293807642
684,Poison,Steel,0,120.0,0.24166666666666667
685,Water,Grass,0,1208.0,0.5016556291390728
686,Water,Psychic,1,1086.0,0.3839779005524862
687,Dragon,Water,1,584.0,0.7157534246575342
688,Bug,Normal,0,1066.0,0.38649155722326456
689,Ice,Bug,1,295.0,0.511864406779661
690,Poison,Normal,0,432.0,0.3611111111111111
691,Normal,Water,1,1702.0,0.6057579318448884
692,Grass,Dark,0,332.0,0.27710843373493976
693,Water,Water,0,971.0,1.0
694,Ice,Poison,1,99.0,0.494949494949495
695,Psychic,Ground,1,274.0,0.49635036496350365
696,Psychic,Ice,1,224.0,0.625
697,Electric,Ice,1,163.0,0.7116564417177914
698,Psychic,Poison,1,270.0,0.6111111111111112
699,Bug,Fighting,0,271.0,0.4280442804428044
700,Ground,Normal,1,472.0,0.4894067796610169
701,Bug,Steel,1,289.0,0.47058823529411764
702,Dragon,Ground,1,137.0,0.6934306569343066
703,Normal,Poison,1,432.0,0.6388888888888888
704,Dark,Grass,0,332.0,0.7228915662650602
705,Psychic,Dragon,0,276.0,0.463768115942029
706,Bug,Normal,0,1066.0,0.38649155722326456
707,Water,Water,0,971.0,1.0
708,Dragon,Water,1,584.0,0.7157534246575342
709,Normal,Rock,0,682.0,0.6055718475073314
710,Water,Normal,1,1702.0,0.39424206815511165
711,Dragon,Water,1,584.0,0.7157534246575342
712,Electric,Ice,1,163.0,0.7116564417177914
713,Psychic,Dragon,0,276.0,0.463768115942029
714,Fire,Poison,1,225.0,0.6711111111111111
715,Dragon,Steel,1,141.0,0.7943262411347518
716,Flying,Fire,0,29.0,0.7241379310344828
717,Fighting,Dark,0,103.0,0.49514563106796117
718,Electric,Rock,1,286.0,0.7132867132867133
719,Dark,Ground,1,148.0,0.6081081081081081
720,Steel,Water,1,497.0,0.3822937625754527
721,Water,Dark,0,520.0,0.3557692307692308
722,Poison,Fighting,1,133.0,0.43609022556390975
723,Water,Bug,1,1204.0,0.5390365448504983
724,Fire,Ground,1,266.0,0.518796992481203
725,Fighting,Fighting,1,65.0,1.0
726,Normal,Ground,0,472.0,0.510593220338983
727,Steel,Electric,0,211.0,0.2890995260663507
728,Bug,Bug,0,386.0,1.0
729,Water,Normal,1,1702.0,0.39424206815511165
730,Water,Electric,0,713.0,0.3015427769985975
731,Dragon,Dark,0,149.0,0.48322147651006714
732,Dark,Psychic,1,291.0,0.9450171821305842
733,Psychic,Fighting,0,236.0,0.6313559322033898
734,Water,Dark,0,520.0,0.3557692307692308
735,Bug,Water,1,1204.0,0.46096345514950166
736,Ghost,Water,0,500.0,0.468
737,Electric,Poison,0,201.0,0.7213930348258707
738,Normal,Water,1,1702.0,0.6057579318448884
739,Water,Fire,1,931.0,0.41568206229860366
740,Ice,Normal,0,365.0,0.39452054794520547
741,Grass,Grass,1,354.0,1.0
742,Poison,Grass,1,301.0,0.5647840531561462
743,Water,Electric,0,713.0,0.3015427769985975
744,Normal,Normal,0,708.0,1.0
745,Grass,Ghost,1,351.0,0.5071225071225072
746,Ice,Normal,0,365.0,0.39452054794520547
747,Ice,Grass,1,244.0,0.5819672131147541
748,Electric,Water,1,713.0,0.6984572230014026
749,Fire,Water,1,931.0,0.5843179377013964
750,Normal,Electric,1,676.0,0.3816568047337278
751,Dark,Normal,1,495.0,0.5474747474747474
752,Water,Grass,0,1208.0,0.5016556291390728
753,Water,Fairy,1,321.0,0.6884735202492211
754,Fire,Bug,0,599.0,0.669449081803005
755,Water,Bug,1,1204.0,0.5390365448504983
756,Water,Dark,1,520.0,0.3557692307692308
757,Fire,Poison,0,225.0,0.6711111111111111
758,Bug,Water,0,1204.0,0.46096345514950166
759,Fire,Fire,0,215.0,1.0
760,Steel,Bug,1,289.0,0.5294117647058824
761,Psychic,Bug,1,646.0,0.5758513931888545
762,Normal,Psychic,0,811.0,0.4525277435265105
763,Ground,Fire,1,266.0,0.48120300751879697
764,Normal,Water,0,1702.0,0.6057579318448884
765,Water,Ghost,1,500.0,0.532
766,Grass,Grass,1,354.0,1.0
767,Rock,Bug,1,487.0,0.5420944558521561
768,Dark,Ground,1,148.0,0.6081081081081081
769,Normal,Ghost,0,484.0,0.493801652892562
770,Rock,Water,0,759.0,0.40974967061923584
771,Dark,Electric,0,210.0,0.44761904761904764
772,Fighting,Poison,0,133.0,0.5639097744360902
773,Dark,Fighting,1,103.0,0.5048543689320388
774,Poison,Water,0,518.0,0.45366795366795365
775,Ghost,Poison,1,145.0,0.5724137931034483
776,Psychic,Ghost,1,289.0,0.5501730103806228
777,Electric,Water,0,713.0,0.6984572230014026
778,Bug,Bug,0,386.0,1.0
779,Ground,Fighting,0,124.0,0.5080645161290323
780,Normal,Rock,1,682.0,0.6055718475073314
781,Fire,Bug,0,599.0,0.669449081803005
782,Fire,Water,0,931.0,0.5843179377013964
783,Psychic,Grass,1,632.0,0.6265822784810127
784,Normal,Fairy,1,247.0,0.757085020242915
785,Electric,Ice,0,163.0,0.7116564417177914
786,Poison,Ground,0,149.0,0.3825503355704698
787,Normal,Normal,0,708.0,1.0
788,Water,Ground,1,571.0,0.46935201401050786
789,Psychic,Fire,1,448.0,0.5200892857142857
790,Grass,Psychic,0,632.0,0.37341772151898733
791,Ground,Normal,0,472.0,0.4894067796610169
792,Fairy,Water,1,321.0,0.3115264797507788
793,Grass,Fighting,1,270.0,0.43703703703703706
794,Grass,Ice,0,244.0,0.4180327868852459
795,Bug,Grass,0,764.0,0.518324607329843
796,Psychic,Poison,1,270.0,0.6111111111111112
797,Fire,Water,0,931.0,0.5843179377013964
798,Rock,Bug,0,487.0,0.5420944558521561
799,Normal,Steel,1,422.0,0.5781990521327014
800,Grass,Rock,0,482.0,0.5684647302904564
801,Water,Steel,1,497.0,0.6177062374245473
802,Ground,Water,1,571.0,0.5306479859894921
803,Ghost,Fighting,1,131.0,0.8625954198473282
804,Bug,Fire,0,599.0,0.330550918196995
805,Water,Ghost,1,500.0,0.532
806,Bug,Normal,0,1066.0,0.38649155722326456
807,Grass,Electric,0,459.0,0.3333333333333333
808,Normal,Rock,0,682.0,0.6055718475073314
809,Water,Bug,1,1204.0,0.5390365448504983
810,Ghost,Fighting,1,131.0,0.8625954198473282
811,Fighting,Fire,0,216.0,0.35185185185185186
812,Electric,Normal,1,676.0,0.6183431952662722
813,Ice,Bug,1,295.0,0.511864406779661
814,Ground,Electric,1,218.0,0.9036697247706422
815,Bug,Dragon,0,342.0,0.28362573099415206
816,Psychic,Dragon,0,276.0,0.463768115942029
817,Normal,Fire,1,861.0,0.45876887340301975
818,Psychic,Fire,1,448.0,0.5200892857142857
819,Normal,Ground,1,472.0,0.510593220338983
820,Steel,Normal,1,422.0,0.4218009478672986
821,Bug,Water,1,1204.0,0.46096345514950166
822,Rock,Normal,1,682.0,0.3944281524926686
823,Psychic,Normal,1,811.0,0.5474722564734895
824,Bug,Bug,0,386.0,1.0
825,Bug,Poison,1,324.0,0.4660493827160494
826,Normal,Grass,1,984.0,0.600609756097561
827,Water,Dark,1,520.0,0.3557692307692308
828,Water,Grass,0,1208.0,0.5016556291390728
829,Electric,Poison,1,201.0,0.7213930348258707
830,Water,Normal,1,1702.0,0.39424206815511165
831,Fire,Dark,0,249.0,0.4899598393574297
832,Poison,Water,1,518.0,0.45366795366795365
833,Grass,Ground,1,318.0,0.49056603773584906
834,Water,Bug,1,1204.0,0.5390365448504983
835,Psychic,Normal,1,811.0,0.5474722564734895
836,Ground,Ghost,1,159.0,0.5345911949685535
837,Ground,Fire,0,266.0,0.48120300751879697
838,Ghost,Grass,0,351.0,0.4928774928774929
839,Water,Fighting,0,472.0,0.5466101694915254
840,Electric,Rock,1,286.0,0.7132867132867133
841,Bug,Dragon,0,342.0,0.28362573099415206
842,Dark,Dragon,1,149.0,0.5167785234899329
843,Water,Water,1,971.0,1.0
844,Poison,Psychic,0,270.0,0.3888888888888889
845,Ground,Normal,1,472.0,0.4894067796610169
846,Ice,Rock,0,182.0,0.489010989010989
847,Water,Normal,0,1702.0,0.39424206815511165
848,Fairy,Normal,1,247.0,0.242914979757085
849,Fighting,Normal,0,443.0,0.4401805869074492
850,Grass,Dark,0,332.0,0.27710843373493976
851,Poison,Poison,0,74.0,1.0
852,Water,Normal,0,1702.0,0.39424206815511165
853,Ghost,Water,1,500.0,0.468
854,Grass,Rock,0,482.0,0.5684647302904564
855,Grass,Normal,1,984.0,0.39939024390243905
856,Bug,Steel,0,289.0,0.47058823529411764
857,Dragon,Ice,0,116.0,0.6896551724137931
858,Normal,Dark,0,495.0,0.45252525252525255
859,Fighting,Dragon,0,123.0,0.3252032520325203
860,Electric,Electric,1,134.0,1.0
861,Rock,Fairy,1,140.0,0.5928571428571429
862,Steel,Bug,1,289.0,0.5294117647058824
863,Bug,Electric,0,473.0,0.266384778012685
864,Dark,Rock,1,246.0,0.7357723577235772
865,Normal,Fire,0,861.0,0.45876887340301975
866,Psychic,Bug,1,646.0,0.5758513931888545
867,Normal,Water,0,1702.0,0.6057579318448884
868,Rock,Psychic,1,445.0,0.3707865168539326
869,Normal,Grass,1,984.0,0.600609756097561
870,Electric,Rock,1,286.0,0.7132867132867133
871,Grass,Water,1,1208.0,0.49834437086092714
872,Dark,Fire,0,249.0,0.5100401606425703
873,Ghost,Normal,0,484.0,0.506198347107438
874,Electric,Fairy,1,132.0,0.8181818181818182
875,Rock,Psychic,0,445.0,0.3707865168539326
876,Normal,Dragon,0,479.0,0.42588726513569936
877,Grass,Psychic,0,632.0,0.37341772151898733
878,Fairy,Water,1,321.0,0.3115264797507788
879,Normal,Normal,0,708.0,1.0
880,Grass,Fire,1,547.0,0.2961608775137112
881,Water,Psychic,0,1086.0,0.3839779005524862
882,Water,Fighting,1,472.0,0.5466101694915254
883,Fairy,Normal,1,247.0,0.242914979757085
884,Normal,Normal,1,708.0,1.0
885,Ice,Fire,0,196.0,0.3163265306122449
886,Ghost,Psychic,0,289.0,0.44982698961937717
887,Bug,Water,1,1204.0,0.46096345514950166
888,Normal,Water,1,1702.0,0.6057579318448884
889,Psychic,Rock,0,445.0,0.6292134831460674
890,Water,Bug,1,1204.0,0.5390365448504983
891,Electric,Steel,0,211.0,0.7109004739336493
892,Electric,Electric,1,134.0,1.0
893,Dark,Fire,0,249.0,0.5100401606425703
894,Ground,Psychic,1,274.0,0.5036496350364964
895,Bug,Bug,0,386.0,1.0
896,Ghost,Water,0,500.0,0.468
897,Water,Normal,0,1702.0,0.39424206815511165
898,Grass,Poison,1,301.0,0.43521594684385384
899,Ice,Water,1,445.0,0.47191011235955055
900,Water,Dark,0,520.0,0.3557692307692308
901,Flying,Fire,0,29.0,0.7241379310344828
902,Bug,Dark,0,309.0,0.36245954692556637
903,Grass,Water,1,1208.0,0.49834437086092714
904,Rock,Bug,1,487.0,0.5420944558521561
905,Ice,Bug,0,295.0,0.511864406779661
906,Poison,Psychic,0,270.0,0.3888888888888889
907,Poison,Grass,1,301.0,0.5647840531561462
908,Water,Water,0,971.0,1.0
909,Water,Water,0,971.0,1.0
910,Ghost,Psychic,1,289.0,0.44982698961937717
911,Normal,Bug,0,1066.0,0.6135084427767354
912,Normal,Dragon,0,479.0,0.42588726513569936
913,Water,Psychic,1,1086.0,0.3839779005524862
914,Water,Ground,1,571.0,0.46935201401050786
915,Bug,Rock,1,487.0,0.45790554414784396
916,Water,Fire,0,931.0,0.41568206229860366
917,Water,Water,0,971.0,1.0
918,Bug,Water,0,1204.0,0.46096345514950166
919,Bug,Bug,0,386.0,1.0
920,Water,Fighting,0,472.0,0.5466101694915254
921,Fighting,Ice,1,93.0,0.5913978494623656
922,Psychic,Steel,0,279.0,0.5519713261648745
923,Poison,Fairy,1,77.0,0.7012987012987013
924,Electric,Bug,1,473.0,0.733615221987315
925,Rock,Fighting,1,194.0,0.31958762886597936
926,Psychic,Rock,0,445.0,0.6292134831460674
927,Normal,Normal,0,708.0,1.0
928,Ground,Normal,1,472.0,0.4894067796610169
929,Water,Ghost,1,500.0,0.532
930,Grass,Fighting,0,270.0,0.43703703703703706
931,Psychic,Normal,1,811.0,0.5474722564734895
932,Electric,Psychic,1,422.0,0.566350710900474
933,Dragon,Rock,1,260.0,0.7461538461538462
934,Electric,Bug,1,473.0,0.733615221987315
935,Poison,Dragon,0,173.0,0.31213872832369943
936,Bug,Electric,0,473.0,0.266384778012685
937,Psychic,Fighting,0,236.0,0.6313559322033898
938,Dark,Water,1,520.0,0.6442307692307693
939,Fighting,Fire,0,216.0,0.35185185185185186
940,Normal,Bug,0,1066.0,0.6135084427767354
941,Water,Rock,1,759.0,0.5902503293807642
942,Fighting,Psychic,0,236.0,0.3686440677966102
943,Ghost,Bug,1,356.0,0.5449438202247191
944,Grass,Electric,1,459.0,0.3333333333333333
945,Bug,Dragon,1,342.0,0.28362573099415206
946,Fire,Bug,1,599.0,0.669449081803005
947,Grass,Water,1,1208.0,0.49834437086092714
948,Grass,Electric,0,459.0,0.3333333333333333
949,Psychic,Dark,0,291.0,0.054982817869415807
950,Dark,Bug,1,309.0,0.6375404530744336
951,Ground,Bug,1,335.0,0.5223880597014925
952,Water,Electric,0,713.0,0.3015427769985975
953,Ground,Dragon,0,137.0,0.30656934306569344
954,Bug,Steel,0,289.0,0.47058823529411764
955,Fighting,Steel,0,116.0,0.603448275862069
956,Water,Dark,0,520.0,0.3557692307692308
957,Fairy,Poison,0,77.0,0.2987012987012987
958,Poison,Dragon,0,173.0,0.31213872832369943
959,Normal,Bug,1,1066.0,0.6135084427767354
960,Bug,Dark,1,309.0,0.36245954692556637
961,Steel,Water,0,497.0,0.3822937625754527
962,Dragon,Fire,1,252.0,0.5674603174603174
963,Normal,Normal,0,708.0,1.0
964,Electric,Grass,1,459.0,0.6666666666666666
965,Dragon,Steel,1,141.0,0.7943262411347518
966,Steel,Electric,1,211.0,0.2890995260663507
967,Water,Psychic,0,1086.0,0.3839779005524862
968,Dragon,Psychic,1,276.0,0.5362318840579711
969,Grass,Electric,0,459.0,0.3333333333333333
970,Poison,Rock,0,194.0,0.6082474226804123
971,Bug,Grass,1,764.0,0.518324607329843
972,Electric,Psychic,1,422.0,0.566350710900474
973,Water,Fire,1,931.0,0.41568206229860366
974,Fighting,Ice,1,93.0,0.5913978494623656
975,Ice,Water,0,445.0,0.47191011235955055
976,Grass,Fire,0,547.0,0.2961608775137112
977,Flying,Fighting,1,10.0,1.0
978,Rock,Steel,0,179.0,0.48044692737430167
979,Dragon,Normal,1,479.0,0.5741127348643006
980,Fire,Rock,1,358.0,0.6033519553072626
981,Bug,Bug,1,386.0,1.0
982,Fighting,Rock,0,194.0,0.6804123711340206
983,Ice,Grass,1,244.0,0.5819672131147541
984,Bug,Dragon,0,342.0,0.28362573099415206
985,Rock,Ice,0,182.0,0.510989010989011
986,Steel,Water,1,497.0,0.3822937625754527
987,Bug,Steel,0,289.0,0.47058823529411764
988,Grass,Ghost,0,351.0,0.5071225071225072
989,Dark,Bug,0,309.0,0.6375404530744336
990,Normal,Ghost,0,484.0,0.493801652892562
991,Water,Ice,0,445.0,0.5280898876404494
992,Grass,Water,1,1208.0,0.49834437086092714
993,Rock,Ghost,0,208.0,0.38461538461538464
994,Ice,Ice,1,47.0,1.0
995,Grass,Dark,0,332.0,0.27710843373493976
996,Ground,Normal,0,472.0,0.4894067796610169
997,Electric,Normal,0,676.0,0.6183431952662722
998,Ice,Normal,0,365.0,0.39452054794520547
999,Fire,Fire,0,215.0,1.0
1000,Water,Normal,1,1702.0,0.39424206815511165
1001,Rock,Fire,1,358.0,0.39664804469273746
1002,Ghost,Electric,1,214.0,0.2383177570093458
1003,Fairy,Steel,0,67.0,0.373134328358209
1004,Fairy,Fighting,0,62.0,0.3387096774193548
1005,Fairy,Fire,0,142.0,0.21830985915492956
1006,Rock,Grass,0,482.0,0.4315352697095436
1007,Steel,Dragon,0,141.0,0.20567375886524822
1008,Rock,Bug,1,487.0,0.5420944558521561
1009,Normal,Psychic,1,811.0,0.4525277435265105
1010,Grass,Bug,1,764.0,0.4816753926701571
1011,Rock,Electric,0,286.0,0.2867132867132867
1012,Psychic,Water,1,1086.0,0.6160220994475138
1013,Dark,Water,0,520.0,0.6442307692307693
1014,Psychic,Psychic,1,259.0,1.0
1015,Normal,Normal,1,708.0,1.0
1016,Ice,Ground,0,122.0,0.5163934426229508
1017,Psychic,Water,1,1086.0,0.6160220994475138
1018,Psychic,Water,0,1086.0,0.6160220994475138
1019,Bug,Bug,1,386.0,1.0
1020,Water,Steel,0,497.0,0.6177062374245473
1021,Fairy,Electric,0,132.0,0.18181818181818182
1022,Bug,Ground,1,335.0,0.47761194029850745
1023,Psychic,Water,1,1086.0,0.6160220994475138
1024,Dark,Normal,1,495.0,0.5474747474747474
1025,Fire,Water,0,931.0,0.5843179377013964
1026,Fighting,Water,1,472.0,0.4533898305084746
1027,Dark,Rock,1,246.0,0.7357723577235772
1028,Bug,Water,1,1204.0,0.46096345514950166
1029,Bug,Rock,1,487.0,0.45790554414784396
1030,Psychic,Ice,1,224.0,0.625
1031,Ground,Water,0,571.0,0.5306479859894921
1032,Normal,Ground,1,472.0,0.510593220338983
1033,Bug,Rock,1,487.0,0.45790554414784396
1034,Fighting,Dark,0,103.0,0.49514563106796117
1035,Water,Fighting,0,472.0,0.5466101694915254
1036,Water,Normal,0,1702.0,0.39424206815511165
1037,Ground,Ice,1,122.0,0.48360655737704916
1038,Dragon,Water,1,584.0,0.7157534246575342
1039,Water,Ground,0,571.0,0.46935201401050786
1040,Grass,Grass,0,354.0,1.0
1041,Fire,Poison,1,225.0,0.6711111111111111
1042,Water,Electric,0,713.0,0.3015427769985975
1043,Fire,Ice,1,196.0,0.6836734693877551
1044,Water,Water,1,971.0,1.0
1045,Ice,Normal,1,365.0,0.39452054794520547
1046,Bug,Electric,0,473.0,0.266384778012685
1047,Water,Dark,0,520.0,0.3557692307692308
1048,Rock,Normal,0,682.0,0.3944281524926686
1049,Fire,Normal,1,861.0,0.5412311265969802
1050,Water,Water,0,971.0,1.0
1051,Water,Steel,1,497.0,0.6177062374245473
1052,Steel,Fighting,0,116.0,0.39655172413793105
1053,Dark,Fire,0,249.0,0.5100401606425703
1054,Dragon,Normal,1,479.0,0.5741127348643006
1055,Electric,Dark,1,210.0,0.5523809523809524
1056,Bug,Water,1,1204.0,0.46096345514950166
1057,Poison,Bug,1,324.0,0.5339506172839507
1058,Water,Grass,0,1208.0,0.5016556291390728
1059,Bug,Fire,0,599.0,0.330550918196995
1060,Rock,Water,1,759.0,0.40974967061923584
1061,Psychic,Normal,1,811.0,0.5474722564734895
1062,Fighting,Water,0,472.0,0.4533898305084746
1063,Poison,Bug,1,324.0,0.5339506172839507
1064,Bug,Normal,1,1066.0,0.38649155722326456
1065,Grass,Dragon,0,313.0,0.30990415335463256
1066,Normal,Bug,0,1066.0,0.6135084427767354
1067,Dragon,Rock,1,260.0,0.7461538461538462
