,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp,winner,nbrContre,probWinParType
441,-25,0,70,10,15,-63,0,229.0,0.3580786026200873
442,33,32,22,9,4,81,1,547.0,0.7038391224862889
443,-15,-35,-65,60,30,10,1,159.0,0.4654088050314466
444,-20,-68,20,-18,-50,-46,0,386.0,1.0
445,10,-40,20,-25,20,10,1,1702.0,0.6057579318448884
446,3,32,-1,-24,8,11,1,247.0,0.757085020242915
447,15,5,-45,60,30,5,1,358.0,0.6033519553072626
448,26,9,80,31,95,4,1,158.0,0.4493670886075949
449,15,-10,10,50,30,5,1,252.0,0.5674603174603174
450,-25,-15,-5,10,-35,60,1,1208.0,0.4983443708609272
451,29,76,25,60,15,55,1,584.0,0.2842465753424658
452,183,-52,-50,-42,50,-64,0,811.0,0.4525277435265105
453,25,10,40,40,40,35,1,547.0,0.7038391224862889
454,-25,25,5,35,5,26,1,445.0,0.4719101123595506
455,-39,-45,-50,-80,-60,-36,0,61.0,0.2786885245901639
456,9,19,6,19,-4,26,1,1204.0,0.5390365448504983
457,-39,-71,-18,3,-17,-11,0,571.0,0.4693520140105079
458,65,65,60,65,45,50,1,274.0,0.4963503649635037
459,-25,0,0,40,70,10,1,971.0,1.0
460,-18,13,-56,-7,-11,17,1,811.0,0.5474722564734895
461,5,-60,30,20,30,10,1,74.0,1.0
462,-15,-40,-10,-25,-15,-55,0,301.0,0.43521594684385373
463,-70,-90,-35,-15,55,0,0,1702.0,0.3942420681551117
464,-5,-5,2,-5,-13,20,1,764.0,0.518324607329843
465,25,-11,-11,-88,-54,-16,0,225.0,0.3288888888888889
466,46,40,74,15,7,78,1,274.0,0.4963503649635037
467,14,13,-55,-27,-55,-5,0,327.0,0.40061162079510704
468,13,56,-36,11,-51,12,1,116.0,0.603448275862069
469,-76,-52,33,-12,0,-68,0,1702.0,0.3942420681551117
470,10,13,10,28,35,20,1,356.0,0.5449438202247191
471,-75,10,-35,-70,-80,5,1,931.0,0.4156820622986037
472,-60,-55,-60,-70,-80,-25,0,149.0,0.5167785234899329
473,60,-5,5,15,55,50,1,153.0,0.673202614379085
474,-11,3,18,-15,-2,-2,0,1204.0,0.5390365448504983
475,0,3,-8,-9,-9,3,1,432.0,0.3611111111111111
476,26,33,27,15,20,-25,0,327.0,0.599388379204893
477,15,25,-15,45,-15,15,1,236.0,0.6313559322033898
478,-29,-28,-3,-35,-5,-15,0,301.0,0.5647840531561462
479,-15,-15,-30,-37,-63,-14,0,74.0,1.0
480,39,37,39,46,36,15,1,1208.0,0.5016556291390728
481,10,-36,-15,0,-5,-49,0,764.0,0.4816753926701571
482,36,22,65,45,17,77,1,274.0,0.4963503649635037
483,-51,-11,-42,-36,-52,-18,0,487.0,0.457905544147844
484,32,26,27,45,25,20,1,327.0,0.599388379204893
485,34,-21,-15,17,28,11,1,759.0,0.40974967061923584
486,-45,-54,10,-25,-40,-52,0,365.0,0.3945205479452055
487,10,110,25,55,15,0,0,495.0,0.5474747474747474
488,2,20,17,103,78,48,1,632.0,0.6265822784810127
489,10,95,50,25,70,68,1,276.0,0.463768115942029
490,-18,-15,-20,-5,15,-11,0,811.0,0.5474722564734895
491,0,30,116,41,-3,27,1,971.0,1.0
492,-45,-35,-55,-65,-55,30,1,708.0,1.0
493,15,35,15,20,10,10,1,190.0,0.3894736842105263
494,0,5,10,-30,25,20,1,984.0,0.6006097560975611
495,45,85,3,15,3,9,1,178.0,0.5449438202247191
496,20,30,20,0,0,45,1,1702.0,0.6057579318448884
497,-32,-60,-31,-60,-50,-42,0,190.0,0.6105263157894737
498,40,25,-65,65,-60,5,1,286.0,0.7132867132867133
499,10,-20,20,20,25,15,1,971.0,1.0
500,0,-25,-61,0,2,14,0,422.0,0.5781990521327014
501,-16,20,100,-65,-31,-60,0,153.0,0.32679738562091504
502,65,50,19,45,105,31,1,971.0,1.0
503,50,96,-5,66,25,63,1,584.0,0.7157534246575342
504,27,95,10,-25,0,-27,0,759.0,0.40974967061923584
505,-25,-78,-23,-78,-23,-81,0,861.0,0.4587688734030198
506,190,-55,-55,25,85,-35,0,1702.0,0.6057579318448884
507,14,56,5,50,15,55,1,318.0,0.5094339622641509
508,-25,-45,-30,-5,-30,15,1,473.0,0.266384778012685
509,21,140,75,5,65,44,1,1066.0,0.38649155722326456
510,-78,-90,-25,-10,-60,-42,0,584.0,0.2842465753424658
511,35,-10,5,10,10,-25,0,571.0,0.5306479859894921
512,-40,-45,-45,-25,-40,-20,0,259.0,1.0
513,20,45,45,-45,-55,-70,1,218.0,0.9036697247706422
514,25,20,136,11,17,-13,0,497.0,0.3822937625754527
515,-13,20,-5,0,-20,-7,0,520.0,0.6442307692307693
516,-24,-33,-40,-115,-65,37,1,252.0,0.5674603174603174
517,22,40,18,25,15,15,1,479.0,0.5741127348643006
518,30,28,-5,43,10,-21,0,459.0,0.6666666666666666
519,18,90,20,0,50,60,0,291.0,0.054982817869415807
520,15,-15,-5,65,15,65,1,759.0,0.5902503293807642
521,-5,25,-20,-10,-20,-20,0,271.0,0.4280442804428044
522,21,-15,20,25,60,-21,0,713.0,0.3015427769985975
523,-30,15,10,15,10,100,1,224.0,0.625
524,55,95,25,70,10,45,1,137.0,0.6934306569343066
525,-55,-90,-108,-50,-58,-14,0,218.0,0.0963302752293578
526,-14,-58,-24,21,-44,34,1,487.0,0.457905544147844
527,-72,-125,-95,-75,-65,-50,0,276.0,0.463768115942029
528,2,20,25,20,75,-2,0,479.0,0.42588726513569936
529,70,88,35,-20,-5,-40,1,448.0,0.4799107142857143
530,85,40,50,15,45,50,0,484.0,0.506198347107438
531,10,-5,15,-10,10,-30,0,571.0,0.4693520140105079
532,-32,6,-11,-44,-29,-69,0,252.0,0.5674603174603174
533,-5,35,5,60,20,20,1,309.0,0.6375404530744336
534,50,15,35,40,10,-65,0,422.0,0.4336492890995261
535,-55,-60,-40,-60,-25,-50,0,422.0,0.5781990521327014
536,-15,-75,-75,-110,-40,-50,0,124.0,0.4919354838709678
537,11,18,-57,45,-61,19,1,759.0,0.5902503293807642
538,19,-4,15,10,10,10,1,116.0,0.3103448275862069
539,0,0,20,-35,-15,-15,0,351.0,0.5071225071225072
540,26,42,26,29,-14,43,1,247.0,0.757085020242915
541,5,35,50,20,0,-25,0,479.0,0.5741127348643006
542,85,35,40,30,30,-10,0,571.0,0.5306479859894921
543,3,40,57,-28,61,-14,0,249.0,0.5100401606425703
544,20,-2,0,95,45,47,1,1086.0,0.6160220994475138
545,9,24,10,-5,10,-40,0,472.0,0.4894067796610169
546,-37,-60,-25,-90,-45,-13,0,584.0,0.2842465753424658
547,38,29,68,31,22,-13,0,472.0,0.4894067796610169
548,-45,-20,22,40,42,51,1,713.0,0.6984572230014026
549,18,58,68,45,48,5,1,422.0,0.4218009478672986
550,35,40,30,-20,10,0,0,216.0,0.35185185185185186
551,-65,-41,15,-111,-15,-59,0,342.0,0.2836257309941521
552,-18,-45,-62,-70,-36,-40,0,327.0,0.599388379204893
553,-50,-35,-30,-75,-20,0,0,218.0,0.9036697247706422
554,-10,-27,5,-37,-35,-25,0,764.0,0.518324607329843
555,-55,27,12,-16,-6,-17,1,971.0,1.0
556,-15,10,5,-65,-35,-30,0,1066.0,0.6135084427767354
557,-6,-15,2,-2,13,-2,0,1208.0,0.5016556291390728
558,-25,-74,-131,-1,7,12,1,99.0,0.5050505050505051
559,80,124,135,60,85,11,1,286.0,0.2867132867132867
560,65,25,-20,25,-15,0,0,708.0,1.0
561,-32,-45,-21,15,-32,-30,0,211.0,0.7109004739336493
562,20,10,5,35,-10,25,1,358.0,0.3966480446927375
563,-5,-5,95,-35,95,20,1,445.0,0.3707865168539326
564,-10,-21,-10,-5,0,-84,0,682.0,0.3944281524926686
565,-8,-57,5,-40,25,-13,0,1204.0,0.4609634551495017
566,-41,-10,-5,-42,8,-1,0,676.0,0.6183431952662722
567,-5,25,5,-5,-5,45,1,1066.0,0.6135084427767354
568,27,-13,-75,17,-75,89,1,289.0,0.5501730103806228
569,-10,-13,-1,-1,31,69,1,984.0,0.6006097560975611
570,-60,-50,-45,-105,-45,-85,0,137.0,0.30656934306569344
571,5,5,5,80,20,39,0,484.0,0.506198347107438
572,30,24,30,25,30,21,1,487.0,0.5420944558521561
573,10,-10,5,-95,45,-80,0,1086.0,0.3839779005524862
574,4,13,35,30,44,-7,0,1204.0,0.5390365448504983
575,-40,-130,-90,-70,-10,50,0,218.0,0.0963302752293578
576,-40,-21,-19,20,-10,-15,0,365.0,0.3945205479452055
577,5,20,-25,30,-45,0,0,473.0,0.266384778012685
578,-15,-25,-24,26,1,7,1,179.0,0.5195530726256983
579,-48,-57,-77,-4,-30,6,1,632.0,0.6265822784810127
580,10,25,10,55,0,-5,0,134.0,1.0
581,-10,-30,5,5,15,-17,0,984.0,0.3993902439024391
582,20,-20,15,30,85,60,1,445.0,0.6292134831460674
583,-10,-34,30,45,-25,24,1,354.0,1.0
584,1,-43,-78,-18,-10,37,1,971.0,1.0
585,85,80,55,75,35,5,1,137.0,0.6934306569343066
586,-20,-56,-15,-21,-5,-89,0,1066.0,0.38649155722326456
587,54,60,30,35,20,51,1,196.0,0.6836734693877551
588,-29,4,42,-46,-18,-33,0,682.0,0.3944281524926686
589,200,-35,-35,50,110,40,0,1702.0,0.6057579318448884
590,-8,35,34,-5,65,34,1,123.0,0.3252032520325203
591,41,75,38,23,48,-30,0,443.0,0.4401805869074492
592,6,27,10,-15,10,-35,0,518.0,0.4536679536679537
593,-106,35,70,5,4,-30,0,497.0,0.3822937625754527
594,-5,-10,-15,66,42,32,1,1208.0,0.4983443708609272
595,18,100,35,30,-65,5,1,971.0,1.0
596,5,-5,-5,10,-15,5,1,36.0,0.75
597,55,-34,55,95,55,14,1,358.0,0.6033519553072626
598,-51,-65,-78,-108,-63,-5,0,422.0,0.5781990521327014
599,41,70,10,105,41,55,1,122.0,0.6229508196721312
600,-20,-65,-30,-110,-50,-95,0,984.0,0.6006097560975611
601,-30,5,-30,-35,-5,-45,0,365.0,0.6054794520547945
602,-30,-30,30,-20,-30,-65,0,422.0,0.4218009478672986
603,-30,-40,-65,-20,-10,-10,0,472.0,0.5105932203389829
604,50,15,-25,10,-15,-50,0,518.0,0.5463320463320464
605,-35,-24,-63,10,-43,35,1,332.0,0.7228915662650602
606,43,20,9,20,13,25,1,274.0,0.5036496350364964
607,-30,-45,-40,-75,-45,45,1,861.0,0.4587688734030198
608,26,54,9,64,9,43,1,225.0,0.6711111111111111
609,-15,-15,-35,-5,-35,15,1,295.0,0.48813559322033895
610,-40,-55,-48,-55,-48,26,1,134.0,1.0
611,-50,-40,-21,-20,-27,-31,0,356.0,0.4550561797752809
612,-22,-5,-105,-35,-105,-8,0,141.0,0.7943262411347518
613,-5,-20,-13,60,40,-10,0,861.0,0.5412311265969802
614,-36,-2,15,-45,-50,-2,0,321.0,0.6884735202492211
615,-29,-19,-40,-73,-36,-64,0,713.0,0.3015427769985975
616,-10,10,-10,5,5,-20,0,495.0,0.5474747474747474
617,-20,-65,-25,-70,40,-35,0,520.0,0.3557692307692308
618,15,-11,-25,20,20,11,1,482.0,0.5684647302904564
619,-10,20,9,-30,-6,-13,0,1066.0,0.6135084427767354
620,-21,8,8,-44,-34,61,1,247.0,0.757085020242915
621,-44,-64,-50,25,-30,10,1,148.0,0.6081081081081081
622,-40,10,-25,-50,-55,30,1,1204.0,0.4609634551495017
623,-15,-5,-30,35,-35,-20,0,984.0,0.3993902439024391
624,40,75,39,60,44,14,1,676.0,0.6183431952662722
625,-50,-5,31,40,76,20,1,289.0,0.5501730103806228
626,-27,-3,-2,-62,-68,2,1,571.0,0.5306479859894921
627,1,-3,3,-13,5,2,1,1208.0,0.4983443708609272
628,10,15,52,15,-10,25,1,203.0,0.7093596059113301
629,-14,-23,-10,-70,-40,-18,0,225.0,0.3288888888888889
630,20,42,-35,-20,10,3,1,971.0,1.0
631,7,-7,8,70,60,15,1,270.0,0.6111111111111112
632,-45,-90,55,-5,85,15,0,116.0,0.3965517241379311
633,45,31,20,106,60,64,1,386.0,1.0
634,70,108,2,78,12,60,1,260.0,0.7461538461538462
635,32,40,35,85,40,70,1,289.0,0.4498269896193772
636,20,-10,10,25,20,-25,0,47.0,1.0
637,11,-11,-33,-60,-30,-2,0,518.0,0.4536679536679537
638,0,25,0,55,0,40,1,472.0,0.4533898305084746
639,-45,70,55,60,-5,73,1,676.0,0.6183431952662722
640,-40,35,92,65,87,71,1,676.0,0.6183431952662722
641,-25,35,45,70,75,115,1,676.0,0.6183431952662722
642,-30,15,35,-65,-55,-60,0,713.0,0.3015427769985975
643,25,-30,25,-70,30,-50,0,1702.0,0.6057579318448884
644,15,-32,-15,-55,-15,-60,0,448.0,0.4799107142857143
645,-8,14,-10,-20,-39,0,0,861.0,0.4587688734030198
646,-15,-2,-40,7,-30,-15,0,547.0,0.7038391224862889
647,-15,-30,-90,-55,-85,15,0,74.0,1.0
648,-19,20,0,-15,-10,45,1,764.0,0.518324607329843
649,5,-75,35,20,50,-10,0,291.0,0.054982817869415807
650,-35,-145,-55,0,-30,-25,0,1066.0,0.6135084427767354
651,45,40,25,75,85,15,1,1204.0,0.5390365448504983
652,55,88,-167,88,-167,96,1,1204.0,0.5390365448504983
653,-40,-70,-125,-20,-5,10,1,116.0,0.603448275862069
654,-25,-10,-35,-45,20,5,1,1086.0,0.3839779005524862
655,-15,-10,2,-5,45,50,1,190.0,0.6105263157894737
656,-85,-25,-43,-20,-15,3,1,244.0,0.6434426229508197
657,-14,-49,-25,50,5,-25,0,318.0,0.490566037735849
658,6,-5,-2,-2,3,-10,0,708.0,1.0
659,-29,-41,-11,7,-16,32,1,708.0,1.0
660,215,-35,-25,45,95,0,0,432.0,0.6388888888888888
661,30,5,50,35,15,-85,0,1702.0,0.3942420681551117
662,8,-20,20,30,35,17,0,291.0,0.054982817869415807
663,45,70,30,70,30,50,1,123.0,0.6747967479674797
664,22,20,25,-20,5,-37,0,332.0,0.7228915662650602
665,12,-26,41,-91,31,-72,0,158.0,0.4493670886075949
666,63,38,-3,26,1,54,0,120.0,0.2416666666666667
667,8,12,40,14,-7,-11,0,301.0,0.43521594684385373
668,20,5,-25,70,-35,-30,0,216.0,0.6481481481481481
669,17,-31,-13,-16,7,-24,0,289.0,0.5294117647058824
670,-40,-50,-30,-119,-99,0,0,811.0,0.4525277435265105
671,-30,-30,-26,-70,-46,-58,0,1204.0,0.4609634551495017
672,10,10,-2,-35,-2,-11,0,179.0,0.3128491620111732
673,-30,20,-10,-16,-56,-10,0,984.0,0.3993902439024391
674,-25,-110,-10,-85,-30,-85,0,332.0,0.27710843373493976
675,-35,30,-28,-20,-55,3,1,448.0,0.4799107142857143
676,-5,84,6,106,-6,65,1,811.0,0.5474722564734895
677,70,70,0,20,-100,40,1,123.0,0.5040650406504065
678,-10,-5,-120,4,-2,28,1,497.0,0.6177062374245473
679,40,45,16,56,32,52,1,931.0,0.5843179377013964
680,81,71,65,51,48,34,1,83.0,0.20481927710843373
681,-19,22,83,-13,83,-36,0,244.0,0.35655737704918034
682,30,30,20,20,30,70,1,487.0,0.5420944558521561
683,39,68,33,-7,10,-3,0,759.0,0.5902503293807642
684,-30,-95,-195,-30,-40,5,0,120.0,0.2416666666666667
685,56,-29,-71,56,-21,45,0,1208.0,0.5016556291390728
686,-15,42,-25,22,-70,23,1,1086.0,0.3839779005524862
687,75,117,52,67,42,31,1,584.0,0.7157534246575342
688,17,27,52,18,44,-15,0,1066.0,0.38649155722326456
689,5,-9,15,61,0,29,1,295.0,0.511864406779661
690,15,-7,13,-62,8,-35,0,432.0,0.3611111111111111
691,-60,-23,-23,-40,-41,-17,1,1702.0,0.6057579318448884
692,0,-23,21,-5,38,-31,0,332.0,0.27710843373493976
693,-6,-2,25,0,24,-21,0,971.0,1.0
694,5,5,-20,-17,-53,66,1,99.0,0.494949494949495
695,-65,40,-110,125,-35,110,1,274.0,0.4963503649635037
696,-52,-25,-35,-10,-15,5,1,224.0,0.625
697,45,60,70,40,25,35,1,163.0,0.7116564417177914
698,22,108,55,25,75,60,1,270.0,0.6111111111111112
699,-15,-70,-25,10,-20,-40,0,271.0,0.4280442804428044
700,62,114,102,68,54,33,1,472.0,0.4894067796610169
701,10,15,-105,-20,35,35,1,289.0,0.4705882352941176
702,31,54,-15,50,20,35,1,137.0,0.6934306569343066
703,25,5,-35,5,20,80,1,432.0,0.6388888888888888
704,-83,-35,-22,-17,-41,-3,0,332.0,0.7228915662650602
705,-80,-125,-75,-50,-10,-30,0,276.0,0.463768115942029
706,-60,-103,-45,-17,5,-25,0,1066.0,0.38649155722326456
707,-20,-58,-25,-115,-80,-22,0,971.0,1.0
708,38,83,42,39,44,40,1,584.0,0.7157534246575342
709,33,-24,56,15,56,-1,0,682.0,0.6055718475073314
710,2,15,2,13,6,37,1,1702.0,0.3942420681551117
711,29,47,12,30,31,31,1,584.0,0.7157534246575342
712,-60,-65,27,35,47,6,1,163.0,0.7116564417177914
713,34,23,0,120,90,13,0,276.0,0.463768115942029
714,18,19,23,50,25,25,1,225.0,0.6711111111111111
715,5,5,-130,105,25,80,1,141.0,0.7943262411347518
716,1,34,-1,51,11,-15,0,29.0,0.7241379310344828
717,-8,-8,12,-64,-32,-52,0,103.0,0.4951456310679612
718,0,-67,17,51,37,43,1,286.0,0.7132867132867133
719,-39,24,-14,-21,-39,38,1,148.0,0.6081081081081081
720,60,90,90,95,70,5,1,497.0,0.3822937625754527
721,10,-40,-25,-15,-15,-45,0,520.0,0.3557692307692308
722,30,10,75,25,30,25,1,133.0,0.43609022556390975
723,55,128,30,153,130,61,1,1204.0,0.5390365448504983
724,5,65,-45,85,5,5,1,266.0,0.5187969924812029
725,5,20,29,-20,60,11,1,65.0,1.0
726,-64,-26,-24,-41,-24,18,0,472.0,0.5105932203389829
727,15,50,85,10,55,-10,0,211.0,0.2890995260663507
728,40,64,8,64,8,-4,0,386.0,1.0
729,-15,20,-10,30,0,15,1,1702.0,0.3942420681551117
730,-10,0,5,-35,5,-20,0,713.0,0.3015427769985975
731,-1,-11,-5,39,2,-4,0,149.0,0.4832214765100672
732,0,40,0,-50,20,85,1,291.0,0.9450171821305842
733,28,-2,55,16,91,-8,0,236.0,0.6313559322033898
734,35,-80,20,-15,20,-25,0,520.0,0.3557692307692308
735,-75,-35,15,-15,75,25,1,1204.0,0.4609634551495017
736,80,-20,30,10,35,-15,0,500.0,0.46799999999999997
737,4,13,13,20,15,-25,0,201.0,0.7213930348258707
738,20,2,-41,-30,1,53,1,1702.0,0.6057579318448884
739,55,15,39,38,65,21,1,931.0,0.4156820622986037
740,48,3,28,45,48,0,0,365.0,0.3945205479452055
741,20,20,65,30,-10,30,1,354.0,1.0
742,-25,-5,-25,-70,15,5,1,301.0,0.5647840531561462
743,-20,0,-7,-60,-82,-46,0,713.0,0.3015427769985975
744,-40,8,-8,-68,-59,-13,0,708.0,1.0
745,60,97,75,32,70,-50,1,351.0,0.5071225071225072
746,40,-10,10,0,0,-50,0,365.0,0.3945205479452055
747,26,60,40,48,42,44,1,244.0,0.5819672131147541
748,-51,-13,22,38,-7,11,1,713.0,0.6984572230014026
749,-24,-46,-39,9,-39,38,1,931.0,0.5843179377013964
750,70,70,60,10,50,10,1,676.0,0.3816568047337278
751,-36,18,-20,23,-15,61,1,495.0,0.5474747474747474
752,-20,8,-35,-22,-40,75,0,1208.0,0.5016556291390728
753,-20,17,-10,-8,-27,38,1,321.0,0.6884735202492211
754,49,33,20,50,15,-95,0,599.0,0.669449081803005
755,26,-1,35,82,15,23,1,1204.0,0.5390365448504983
756,-35,-50,-45,25,-90,2,1,520.0,0.3557692307692308
757,-25,-5,-20,15,-20,-75,0,225.0,0.6711111111111111
758,0,0,4,-40,-16,-28,0,1204.0,0.4609634551495017
759,15,10,-3,-8,-3,-19,0,215.0,1.0
760,-10,-10,-10,0,25,15,1,289.0,0.5294117647058824
761,-15,10,15,45,10,5,1,646.0,0.5758513931888545
762,29,12,50,-3,45,-54,0,811.0,0.4525277435265105
763,44,50,53,45,25,18,1,266.0,0.481203007518797
764,5,-10,20,-5,20,-24,0,1702.0,0.6057579318448884
765,30,-2,-72,33,-72,56,1,500.0,0.532
766,15,77,35,77,10,-80,1,354.0,1.0
767,60,105,65,66,55,25,1,487.0,0.5420944558521561
768,10,55,-35,80,10,70,1,148.0,0.6081081081081081
769,28,65,15,-55,5,-5,0,484.0,0.493801652892562
770,-10,13,7,-40,-15,-15,0,759.0,0.40974967061923584
771,5,15,-10,5,20,-10,0,210.0,0.4476190476190477
772,-25,-50,-34,-30,-44,-45,0,133.0,0.5639097744360902
773,-5,-25,20,20,30,25,1,103.0,0.5048543689320388
774,-30,-55,55,-35,5,-60,0,518.0,0.4536679536679537
775,0,-25,-9,20,6,5,1,145.0,0.5724137931034483
776,-75,25,-50,25,-50,25,1,289.0,0.5501730103806228
777,-44,-48,-80,-90,-75,-18,0,713.0,0.6984572230014026
778,15,-35,0,-20,-30,-10,0,386.0,1.0
779,45,50,60,-5,-5,-10,0,124.0,0.5080645161290323
780,30,-12,-88,-6,-32,20,1,682.0,0.6055718475073314
781,0,57,5,48,35,-20,0,599.0,0.669449081803005
782,-5,2,-29,35,-24,-5,0,931.0,0.5843179377013964
783,64,9,55,27,85,47,1,632.0,0.6265822784810127
784,16,72,31,-1,-19,58,1,247.0,0.757085020242915
785,-45,-65,-40,-75,-40,-40,0,163.0,0.7116564417177914
786,40,-12,43,43,38,-13,0,149.0,0.3825503355704698
787,15,-40,-20,20,-25,-35,0,708.0,1.0
788,-30,-60,-120,-55,-50,5,1,571.0,0.4693520140105079
789,10,7,45,30,45,45,1,448.0,0.5200892857142857
790,-8,0,5,-40,-40,-40,0,632.0,0.3734177215189873
791,-50,-7,-27,-78,-78,-20,0,472.0,0.4894067796610169
792,15,60,0,-20,-80,-20,1,321.0,0.3115264797507788
793,-25,-43,-22,40,30,20,1,270.0,0.43703703703703706
794,-5,15,35,-30,-20,-55,0,244.0,0.4180327868852459
795,0,19,5,19,60,-4,0,764.0,0.518324607329843
796,-25,-25,5,45,5,5,1,270.0,0.6111111111111112
797,-50,0,-43,-30,-55,53,0,931.0,0.5843179377013964
798,-13,-14,-62,-8,2,-34,0,487.0,0.5420944558521561
799,78,61,-46,16,-1,-18,1,422.0,0.5781990521327014
800,0,-75,-45,-25,-10,-45,0,482.0,0.5684647302904564
801,10,20,-75,25,-45,5,1,497.0,0.6177062374245473
802,85,95,75,-15,0,-45,1,571.0,0.5306479859894921
803,9,-19,20,-11,5,-19,1,131.0,0.8625954198473282
804,-20,-73,-50,-88,-55,45,0,599.0,0.330550918196995
805,70,65,70,0,65,20,1,500.0,0.532
806,-30,-29,-25,37,-25,-14,0,1066.0,0.38649155722326456
807,35,50,15,80,-25,-40,0,459.0,0.3333333333333333
808,20,0,10,-35,-10,-40,0,682.0,0.6055718475073314
809,40,45,50,60,45,55,1,1204.0,0.5390365448504983
810,-15,-20,5,80,70,70,1,131.0,0.8625954198473282
811,-40,-90,-40,-95,-40,-40,0,216.0,0.35185185185185186
812,-41,-5,-34,49,8,59,1,676.0,0.6183431952662722
813,30,15,0,75,115,55,1,295.0,0.511864406779661
814,45,-3,23,-25,-15,-55,1,218.0,0.9036697247706422
815,-48,-35,-15,-20,-5,-72,0,342.0,0.2836257309941521
816,-46,-82,-41,-17,-25,-34,0,276.0,0.463768115942029
817,-4,7,-14,-46,-14,12,1,861.0,0.4587688734030198
818,-12,-15,-85,-15,-25,20,1,448.0,0.5200892857142857
819,3,-25,-64,5,-14,5,1,472.0,0.5105932203389829
820,-55,105,30,105,25,40,1,422.0,0.4218009478672986
821,-16,22,2,43,-12,31,1,1204.0,0.4609634551495017
822,30,60,20,25,40,80,1,682.0,0.3944281524926686
823,10,-5,35,35,50,5,1,811.0,0.5474722564734895
824,-50,-140,-56,-10,-66,-18,0,386.0,1.0
825,-8,-10,-20,-55,20,10,1,324.0,0.4660493827160494
826,50,45,30,100,20,40,1,984.0,0.6006097560975611
827,28,27,15,20,30,30,1,520.0,0.3557692307692308
828,39,14,15,52,65,-8,0,1208.0,0.5016556291390728
829,35,58,-28,35,40,60,1,201.0,0.7213930348258707
830,17,35,54,65,4,25,1,1702.0,0.3942420681551117
831,30,8,13,-15,13,-36,0,249.0,0.4899598393574297
832,-25,10,25,57,83,29,1,518.0,0.4536679536679537
833,-33,-37,-23,7,23,66,1,318.0,0.490566037735849
834,30,30,-29,20,-9,3,1,1204.0,0.5390365448504983
835,3,25,-5,80,60,60,1,811.0,0.5474722564734895
836,60,110,30,90,-40,65,1,159.0,0.5345911949685535
837,-12,-1,-20,-21,-17,-19,0,266.0,0.481203007518797
838,4,-15,-15,23,3,-5,0,351.0,0.4928774928774929
839,80,-20,1,50,-15,-16,0,472.0,0.5466101694915254
840,-30,-59,-30,40,-20,74,1,286.0,0.7132867132867133
841,-46,-104,-60,-80,-80,-35,0,342.0,0.2836257309941521
842,6,18,5,48,5,64,1,149.0,0.5167785234899329
843,45,35,5,5,55,15,1,971.0,1.0
844,38,28,7,-59,-34,-26,0,270.0,0.3888888888888889
845,-25,25,55,-20,10,50,1,472.0,0.4894067796610169
846,20,0,-55,-40,0,-10,0,182.0,0.489010989010989
847,8,100,50,70,10,-20,0,1702.0,0.3942420681551117
848,9,-8,5,26,34,22,1,247.0,0.242914979757085
849,-26,40,34,-57,68,-15,0,443.0,0.4401805869074492
850,-5,-88,3,-35,20,-55,0,332.0,0.27710843373493976
851,-10,-6,-5,14,-5,-20,0,74.0,1.0
852,27,15,28,0,25,-25,0,1702.0,0.3942420681551117
853,95,45,35,35,35,55,1,500.0,0.46799999999999997
854,-55,-84,-55,-20,-35,-31,0,482.0,0.5684647302904564
855,-20,34,66,15,10,5,1,984.0,0.3993902439024391
856,10,-65,-165,80,10,70,0,289.0,0.4705882352941176
857,-39,-56,-35,-70,-30,-50,0,116.0,0.6896551724137931
858,-20,0,-25,-9,-35,-17,0,495.0,0.4525252525252526
859,-48,-30,-10,0,0,-2,0,123.0,0.3252032520325203
860,10,-20,-37,-60,-17,9,1,134.0,1.0
861,38,83,80,8,-20,29,1,140.0,0.5928571428571429
862,20,-65,5,110,-5,15,1,289.0,0.5294117647058824
863,25,31,13,29,-5,-29,0,473.0,0.266384778012685
864,-9,-50,-113,-50,-113,16,1,246.0,0.7357723577235772
865,-10,-75,-10,-50,-45,-10,0,861.0,0.4587688734030198
866,18,30,10,100,90,65,1,646.0,0.5758513931888545
867,-20,15,-20,-35,-45,-7,0,1702.0,0.6057579318448884
868,0,45,70,-90,-40,-85,1,445.0,0.3707865168539326
869,0,-50,-75,-34,46,20,1,984.0,0.6006097560975611
870,-10,-75,-5,-2,30,20,1,286.0,0.7132867132867133
871,10,35,15,30,35,10,1,1208.0,0.4983443708609272
872,-56,-55,-20,-75,-84,-42,0,249.0,0.5100401606425703
873,-14,-21,32,14,32,-8,0,484.0,0.506198347107438
874,-51,-7,35,6,18,57,1,132.0,0.8181818181818182
875,-18,-45,30,-55,-70,-70,0,445.0,0.3707865168539326
876,19,26,25,10,70,-10,0,479.0,0.42588726513569936
877,0,20,5,20,0,-15,0,632.0,0.3734177215189873
878,76,83,52,85,57,39,1,321.0,0.3115264797507788
879,-5,-26,-24,6,-36,-35,0,708.0,1.0
880,15,38,23,33,18,66,1,547.0,0.2961608775137112
881,60,55,25,50,20,0,0,1086.0,0.3839779005524862
882,-40,-30,-15,60,15,25,1,472.0,0.5466101694915254
883,45,45,25,90,90,40,1,247.0,0.242914979757085
884,10,70,30,40,80,20,1,708.0,1.0
885,-10,-35,43,5,0,-18,0,196.0,0.3163265306122449
886,-34,22,54,-23,49,-79,0,289.0,0.4498269896193772
