,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp
827,28,27,15,20,30,30
828,39,14,15,52,65,-8
829,35,58,-28,35,40,60
830,17,35,54,65,4,25
831,30,8,13,-15,13,-36
832,-25,10,25,57,83,29
833,-33,-37,-23,7,23,66
834,30,30,-29,20,-9,3
835,3,25,-5,80,60,60
836,60,110,30,90,-40,65
837,-12,-1,-20,-21,-17,-19
838,4,-15,-15,23,3,-5
839,80,-20,1,50,-15,-16
840,-30,-59,-30,40,-20,74
841,-46,-104,-60,-80,-80,-35
842,6,18,5,48,5,64
843,45,35,5,5,55,15
844,38,28,7,-59,-34,-26
845,-25,25,55,-20,10,50
846,20,0,-55,-40,0,-10
847,8,100,50,70,10,-20
848,9,-8,5,26,34,22
849,-26,40,34,-57,68,-15
850,-5,-88,3,-35,20,-55
851,-10,-6,-5,14,-5,-20
852,27,15,28,0,25,-25
853,95,45,35,35,35,55
854,-55,-84,-55,-20,-35,-31
855,-20,34,66,15,10,5
856,10,-65,-165,80,10,70
857,-39,-56,-35,-70,-30,-50
858,-20,0,-25,-9,-35,-17
859,-48,-30,-10,0,0,-2
860,10,-20,-37,-60,-17,9
861,38,83,80,8,-20,29
862,20,-65,5,110,-5,15
863,25,31,13,29,-5,-29
864,-9,-50,-113,-50,-113,16
865,-10,-75,-10,-50,-45,-10
866,18,30,10,100,90,65
867,-20,15,-20,-35,-45,-7
868,0,45,70,-90,-40,-85
869,0,-50,-75,-34,46,20
870,-10,-75,-5,-2,30,20
871,10,35,15,30,35,10
872,-56,-55,-20,-75,-84,-42
873,-14,-21,32,14,32,-8
874,-51,-7,35,6,18,57
875,-18,-45,30,-55,-70,-70
876,19,26,25,10,70,-10
877,0,20,5,20,0,-15
878,76,83,52,85,57,39
879,-5,-26,-24,6,-36,-35
880,15,38,23,33,18,66
881,60,55,25,50,20,0
882,-40,-30,-15,60,15,25
883,45,45,25,90,90,40
884,10,70,30,40,80,20
885,-10,-35,43,5,0,-18
886,-34,22,54,-23,49,-79
887,25,20,-45,5,30,20
888,15,50,16,0,-4,65
889,5,-105,-55,-75,-55,-80
890,5,-8,-62,22,-12,53
891,-31,-5,-80,-30,-23,-48
892,15,15,14,20,14,56
893,-33,-24,-48,-29,-35,-35
894,25,62,-15,-30,-40,27
895,10,-40,15,-15,-15,0
896,-52,-65,-10,-15,-25,-40
897,-50,-7,-27,-78,-78,-50
898,-5,-11,5,-11,5,15
899,-5,-40,21,35,25,4
900,-7,0,10,-46,-7,-20
901,-25,-70,-35,-35,-40,-50
902,0,-30,8,-45,13,-46
903,17,35,15,45,10,-57
904,40,75,63,20,-2,-50
905,-10,-3,-15,13,-35,-45
906,8,50,-10,5,-20,0
907,-15,5,-26,-25,-21,30
908,-12,-74,-50,-54,-10,45
909,24,43,69,39,17,-11
910,-35,32,42,122,42,57
911,10,13,10,3,10,-5
912,-10,-65,-25,-90,-45,-60
913,-51,-150,-50,-89,-15,-90
914,30,-5,-40,-30,-80,-60
915,18,-65,25,105,75,42
916,-6,-24,23,66,31,0
917,-47,-90,-45,-110,-55,-3
918,-65,-110,-50,-40,-91,-24
919,-45,-55,185,-65,185,-90
920,24,-14,3,31,16,-40
921,-45,-12,-105,-9,64,48
922,-22,-15,-115,15,-95,-10
923,21,22,27,45,35,55
924,15,7,25,80,10,18
925,-5,40,-5,62,5,65
926,-7,-40,3,-2,3,-22
927,12,0,25,-95,-10,-21
928,-30,52,30,5,25,59
929,31,-10,20,2,22,24
930,-20,-80,-5,-50,-5,-42
931,-4,65,-25,114,25,90
932,-33,32,4,86,46,86
933,2,49,-12,-11,-32,59
934,10,-4,-45,46,-25,69
935,-85,-85,-55,-100,-50,-40
936,-30,-55,6,-60,-44,-15
937,-60,-52,-40,13,5,-3
938,80,25,35,-15,70,20
939,-5,3,4,-55,-6,-20
940,84,0,-70,15,-5,-20
941,-73,-27,-32,-49,-52,6
942,40,90,25,-40,-15,-20
943,0,10,10,90,20,65
944,38,-15,-18,-8,1,18
945,20,-2,-5,7,45,35
946,46,59,12,74,32,51
947,20,10,50,20,-5,10
948,-15,-5,-5,-13,-32,-60
949,-58,34,0,-66,17,11
950,10,51,-30,-24,-10,89
951,70,105,81,70,51,33
952,45,-5,-28,-5,18,-5
953,-98,-45,-96,-46,-50,0
954,-15,-45,-85,-15,-45,-55
955,15,-10,-85,-25,-15,-5
956,78,-15,-45,-35,-45,-38
957,0,-40,15,50,35,-50
958,-57,-89,-50,-89,-50,-45
959,-15,-18,-50,-15,-45,14
960,0,-17,-60,2,-40,27
961,10,-10,125,0,10,-55
962,-29,-36,-25,-55,-25,10
963,-7,-15,-35,-43,-38,-30
964,40,25,40,40,25,5
965,75,50,-10,130,60,65
966,5,22,83,10,25,15
967,20,50,-51,-15,-30,-14
968,-65,87,32,137,42,62
969,-4,7,2,4,12,0
970,14,-24,-15,-7,10,-58
971,35,73,45,20,10,37
972,5,30,65,5,30,30
973,20,30,55,135,75,50
974,-5,65,10,5,20,70
975,0,-45,-29,0,-50,-31
976,-20,-25,0,70,20,45
977,15,-40,10,-18,10,33
978,25,-15,80,-90,30,-35
979,8,165,110,105,30,62
980,0,40,-50,75,15,55
981,0,15,0,60,-5,20
982,-10,-20,-150,-15,-65,-15
983,26,30,-21,56,-16,100
984,-6,3,50,5,30,-22
985,27,85,-10,-15,-20,-52
986,40,65,75,60,30,-30
987,10,-70,52,-70,52,-20
988,15,33,3,-32,-12,-9
989,15,-60,35,20,35,-20
990,73,25,56,-40,51,-30
991,31,18,33,-28,-3,-31
992,-14,-27,20,-49,-17,12
993,21,59,30,26,25,-1
994,-20,-45,20,25,65,5
995,-20,-76,-51,5,-5,-25
996,-20,-45,-5,-10,20,-70
997,0,5,5,40,5,-20
998,-10,22,104,4,-34,-62
999,26,27,96,27,26,-41
1000,51,17,60,99,60,48
1001,2,19,129,-24,31,-76
1002,-10,5,5,5,25,40
1003,-6,-40,-34,30,43,-28
1004,5,-65,6,45,-5,-36
1005,40,67,27,7,12,-19
1006,-43,20,68,-42,-16,-23
1007,-35,-15,-20,-25,-45,-50
1008,8,69,22,20,20,18
1009,17,8,17,-37,17,12
1010,20,45,-10,110,50,90
1011,35,40,45,5,15,-20
1012,30,62,42,97,28,96
1013,-3,-13,7,-33,7,-43
1014,66,65,25,54,-30,40
1015,51,14,-3,-31,42,-43
1016,0,-7,0,5,10,-42
1017,11,65,21,94,0,49
1018,-30,-45,-20,22,-10,-40
1019,-15,-30,5,25,-15,30
1020,20,-25,-40,-10,0,-10
1021,30,30,20,-30,-20,-65
1022,15,0,44,10,24,102
1023,-13,30,-35,60,-5,95
1024,30,45,30,25,25,14
1025,-20,10,30,-20,-50,-20
1026,0,90,20,95,20,50
1027,15,-10,-8,45,-8,16
1028,15,25,-15,55,-10,100
1029,20,23,-10,-40,25,7
1030,51,40,50,94,50,90
1031,-26,-31,-5,-50,0,-80
1032,33,75,5,20,-10,35
1033,5,10,-5,-10,0,5
1034,20,34,28,-41,-9,-37
1035,40,50,15,25,15,-20
1036,-8,15,9,10,9,-50
1037,18,50,5,-5,-15,12
1038,50,25,-5,75,5,10
1039,45,-15,25,30,40,-55
1040,-30,-26,-46,-10,-30,-68
1041,26,15,16,33,-17,33
1042,-30,-5,15,-15,-20,-10
1043,25,50,-30,-30,-15,30
1044,-10,5,15,-29,13,8
1045,60,29,65,70,90,13
1046,-20,-20,-38,-30,-28,-75
1047,-65,40,-20,-35,-105,-15
1048,-65,-88,10,13,-22,-93
1049,-51,-3,-32,0,-25,35
1050,-25,-33,1,-54,-15,-58
1051,20,-5,-30,35,20,20
1052,-20,-45,40,-60,-23,-77
1053,-38,-21,-40,-51,-70,-65
1054,38,60,25,10,15,32
1055,-75,-10,-65,-5,-45,10
1056,15,-17,-35,-17,-5,33
1057,13,23,-38,1,-24,49
1058,10,21,-17,9,-9,-6
1059,-30,-47,-12,-87,-70,-75
1060,16,48,22,-16,-1,1
1061,0,5,5,35,10,14
1062,-35,-18,-28,-63,-18,-31
1063,36,75,19,75,19,40
1064,15,27,15,53,35,65
1065,-5,-45,-70,-30,-30,-40
1066,5,-42,-50,-18,-20,-25
1067,25,30,-40,95,25,50
1068,12,15,58,-43,-15,-20
1069,0,-24,-55,-19,-30,9
1070,15,52,26,32,22,38
1071,-14,20,48,-15,-53,-17
1072,-10,40,-53,-12,-55,25
1073,-40,-55,-15,-55,-25,-30
1074,7,45,20,25,0,-47
1075,-12,48,58,48,58,-20
1076,-26,-12,17,-34,21,-47
1077,-2,24,43,-12,-21,32
1078,50,10,-180,10,-180,35
1079,-10,-20,-10,0,5,-20
1080,-25,25,4,10,4,-4
1081,-23,6,-3,-35,-10,-55
1082,-15,0,22,-42,-25,-46
1083,23,-27,-12,-24,-18,14
1084,-30,-73,-22,20,-30,0
1085,25,-70,-20,-20,-20,5
1086,0,-35,-25,-5,-25,-60
1087,21,-8,40,94,55,73
1088,-105,-41,20,-33,-75,-2
1089,25,60,-30,75,28,77
1090,22,8,25,26,37,-18
1091,8,68,5,-13,-15,5
1092,-20,35,-55,-5,30,30
1093,-80,20,35,95,10,80
1094,0,20,10,125,5,35
1095,-10,15,20,-25,-5,13
1096,-13,-48,-38,-114,-72,-67
1097,-39,-101,-2,15,15,22
1098,20,80,49,-13,70,21
1099,75,-17,-7,-35,-40,-11
1100,21,-41,-38,7,24,-32
1101,12,-65,-15,15,-35,-10
1102,5,15,20,62,60,45
1103,15,-18,-9,29,27,42
1104,-6,-49,-20,63,-15,-18
1105,70,50,-20,40,30,60
1106,0,-15,15,-25,30,-25
1107,10,15,-5,35,45,35
1108,18,35,-30,125,85,65
1109,-5,60,5,-40,-25,-20
1110,25,-25,25,70,25,15
1111,-15,10,-30,-60,-35,0
1112,-26,-35,-20,-25,-10,16
1113,-5,-24,-52,-14,-52,36
1114,-5,10,55,-40,-15,-20
1115,-75,0,-57,-20,-57,26
1116,15,-60,20,15,50,-5
1117,-10,-45,20,55,0,-10
1118,-20,14,20,4,-10,-30
1119,15,-55,-8,40,-65,8
1120,50,22,10,60,50,-12
1121,10,10,15,-10,-10,45
1122,50,45,65,45,25,15
1123,10,-65,45,-5,-20,-35
1124,8,-11,43,11,-3,-33
1125,-20,57,-10,22,-5,-2
1126,-11,-65,-5,25,-5,-19
1127,-15,-55,-20,20,-10,-35
1128,13,60,139,-20,-7,-25
1129,-13,-45,-10,-15,-20,-67
1130,22,55,65,4,36,18
1131,-45,-55,14,30,14,-18
1132,20,7,7,38,28,20
1133,-46,-31,28,-9,22,-19
1134,-125,57,64,25,17,51
1135,-12,-28,-48,-85,-49,-28
1136,-59,25,-15,-100,-45,-70
1137,180,-85,-112,17,60,-14
1138,-19,-53,-7,-45,0,-51
1139,30,80,85,45,45,25
1140,10,-60,-5,-30,-5,-36
1141,-5,-61,-18,37,-24,-2
1142,-3,-29,-10,15,5,0
1143,10,15,35,55,50,30
1144,-35,5,-40,-40,-30,-5
1145,35,50,40,5,35,15
1146,-3,60,-20,-60,-45,-32
1147,-13,19,77,-1,74,-15
1148,-19,-75,37,-5,-80,-47
1149,30,85,30,60,30,-30
1150,0,110,15,120,60,75
1151,-21,-14,-30,-55,-15,45
1152,5,-13,-22,7,-18,-9
1153,-46,-42,-20,-75,-26,-57
1154,26,-17,-13,44,24,-7
1155,-10,68,62,-30,20,-10
1156,15,-20,20,-10,30,45
1157,-20,5,-8,-30,-35,15
1158,-30,-35,5,30,15,55
1159,-17,10,-38,-10,-60,0
1160,15,15,-40,25,-20,10
1161,19,0,63,35,33,-1
1162,-35,-31,10,-39,25,-34
1163,-15,-20,-15,-45,-15,-40
1164,65,0,80,15,90,45
1165,25,-5,0,10,0,100
1166,-10,-29,20,-9,25,-26
1167,10,-3,10,57,20,78
1168,20,-30,-15,10,15,-30
1169,-30,-12,60,-13,60,10
1170,-35,-37,-55,-55,-55,-55
1171,10,-12,118,2,88,-11
1172,-35,-25,-40,20,5,65
1173,-25,-12,0,-25,35,-49
1174,0,25,95,-10,-20,50
1175,10,40,40,-30,-25,-45
1176,11,-5,24,70,24,2
1177,2,17,37,-81,-14,-55
1178,15,-10,25,135,55,120
1179,-30,15,30,70,25,-10
1180,-12,-9,-57,-69,-39,-25
1181,38,-15,61,-34,35,40
1182,-95,-25,0,-105,-65,-45
1183,-15,-50,-5,-40,5,15
1184,40,20,25,35,20,22
1185,15,-8,27,34,99,10
1186,45,64,86,95,45,50
1187,5,60,35,0,-25,-5
1188,-48,-95,-45,45,-5,0
1189,-15,-60,-20,100,15,85
1190,-13,-12,-4,-32,6,7
1191,-8,5,-10,-15,-10,-22
1192,-10,-70,-80,-50,-10,5
1193,45,65,40,-25,15,15
1194,45,58,-52,18,-22,85
1195,-40,-45,5,-20,30,-20
1196,0,56,160,-5,10,-1
1197,39,61,-46,115,4,107
1198,-36,-84,-72,-19,-14,-40
1199,-25,-50,-10,-80,-15,-10
1200,-5,20,40,0,0,10
1201,60,50,10,71,27,37
1202,9,13,17,28,-19,57
1203,16,105,0,59,-25,45
1204,-35,-15,-50,5,25,75
1205,-30,-40,-45,-5,-45,-83
1206,30,75,60,-35,10,-45
1207,1,32,27,-66,-3,9
1208,0,-8,42,-6,24,-35
1209,-11,13,68,30,60,-45
1210,-35,30,-10,40,0,5
1211,-70,-35,15,-60,-10,-45
1212,-55,-35,-30,-65,-90,-5
1213,-17,-10,-30,-60,-30,17
1214,30,63,50,23,25,29
1215,25,26,9,18,2,16
1216,20,8,21,7,41,40
1217,5,25,11,120,60,9
1218,29,20,-110,40,35,41
1219,10,-67,-25,-60,-25,-45
1220,-20,-25,-3,-40,-3,-44
1221,26,77,27,54,17,-15
1222,15,10,-19,-10,-35,7
1223,-30,-63,-25,-22,-22,-58
1224,-5,20,7,-25,-25,5
1225,40,5,75,30,75,70
1226,-32,65,-5,-35,15,10
1227,5,25,10,18,-30,0
1228,-3,-86,-10,-31,-10,-20
1229,-20,-61,-65,-11,0,-50
1230,-115,-25,50,5,0,25
1231,15,45,25,25,-10,48
1232,35,70,45,54,58,63
1233,-10,55,25,5,50,-70
1234,6,56,97,8,3,-10
1235,-5,-35,10,15,5,-10
1236,35,69,-67,-6,-79,18
1237,-5,-45,-60,5,-20,-20
1238,-51,-150,-50,-89,-15,-90
1239,-33,-92,-63,-39,-33,11
1240,-22,-16,-32,-30,-65,-30
1241,-15,-20,0,-45,-25,-7
1242,-15,15,-55,-5,-5,45
1243,22,39,25,0,15,1
1244,24,65,30,55,-20,36
1245,-95,-63,-10,8,-35,55
1246,36,62,22,-4,1,78
1247,-25,15,65,5,-5,10
1248,25,10,19,40,44,-2
1249,-78,-5,20,-12,27,0
1250,7,77,37,17,37,8
1251,5,-42,-25,-31,5,8
1252,4,16,68,3,10,-66
1253,0,-45,-67,-85,-67,-66
1254,-34,9,-25,-5,-45,-60
1255,22,40,1,10,-14,-15
1256,45,47,35,-3,-10,48
1257,3,35,95,25,45,70
1258,-40,-7,5,-95,-45,-58
1259,40,30,40,45,50,30
1260,2,-5,-5,-25,-5,-20
1261,30,-105,-65,-100,-5,-60
1262,-25,23,-52,8,-52,16
1263,-15,10,-15,-19,-19,20
1264,-35,25,15,15,5,85
1265,7,40,15,15,21,-44
1266,-15,-7,57,-22,20,1
1267,-10,43,10,-22,10,90
1268,25,35,-100,95,55,60
1269,-5,50,45,25,30,-35
1270,-55,-65,-55,-38,-47,-65
1271,48,0,30,85,10,1
1272,-20,-17,-17,15,-7,24
1273,-14,-55,-55,-58,-78,-9
1274,-5,-10,-65,-30,-10,-15
1275,-15,-45,-90,-20,15,20
1276,-13,-23,17,-1,16,-30
1277,22,95,45,20,5,-27
1278,-14,12,-26,-43,-31,-29
1279,95,85,50,65,-10,5
1280,35,-2,-10,70,-10,-20
1281,30,0,-8,-35,-8,-105
1282,-13,-44,-78,-8,-14,-64
1283,48,42,53,-57,-33,-43
1284,10,10,-22,20,-22,85
1285,-5,-20,-15,5,-15,15
1286,32,-1,-9,14,11,-2
1287,17,51,52,13,-6,-25
1288,35,5,-5,20,-5,-48
1289,10,20,30,40,-30,10
1290,-51,-27,-115,-80,-16,13
1291,10,24,55,23,55,-7
1292,-15,-40,-6,25,19,-30
1293,36,56,45,10,40,-2
1294,60,55,45,0,15,-20
1295,-17,-47,-12,15,8,-20
1296,-45,19,35,-44,-61,-42
1297,-24,44,22,-21,22,82
1298,0,15,-30,-130,-55,-100
1299,0,-7,82,-5,70,-20
1300,25,75,10,-135,0,-65
1301,-9,-9,-16,16,-1,-6
1302,-29,-10,-85,5,-75,9
1303,35,85,10,30,0,-40
1304,-5,12,17,-43,17,4
1305,-25,-45,27,30,27,-20
1306,10,0,10,-25,15,10
1307,40,75,65,30,20,40
1308,7,-12,-18,-35,1,18
1309,-16,58,99,23,21,-38
1310,5,44,60,-6,-5,-13
1311,-39,50,45,-30,-30,35
1312,-2,10,-15,-45,-40,-43
1313,5,-8,5,68,35,-30
1314,-87,55,31,90,40,35
1315,26,-11,-2,7,-6,-8
1316,45,33,15,0,5,10
1317,-16,17,22,28,13,6
1318,15,-10,-10,-100,-15,60
1319,23,56,20,56,75,70
1320,10,37,28,57,48,5
1321,-2,-28,-55,43,-26,40
1322,25,56,21,78,9,-75
1323,-5,-115,-60,-25,-30,-70
1324,28,45,5,66,14,22
1325,15,52,45,67,15,-72
1326,17,36,20,20,-5,12
1327,-5,0,-34,-55,-39,-29
1328,35,-17,-37,0,-20,-26
1329,24,51,-8,41,2,15
1330,10,0,25,10,25,-65
1331,35,-33,-35,18,30,30
1332,120,80,30,20,70,-25
1333,14,28,29,20,29,27
1334,15,-38,-30,18,20,35
1335,-43,-41,-25,-6,-25,-20
1336,-50,-70,-25,5,0,-8
1337,60,83,50,15,17,68
1338,-5,25,-40,-10,-10,38
1339,35,90,80,70,25,25
1340,0,-110,10,110,-20,-115
1341,15,2,40,-7,30,15
1342,-19,-90,-15,-60,-15,-31
1343,-1,-27,-7,35,25,5
1344,35,85,5,55,5,45
1345,-37,-121,-24,-85,-14,-39
1346,40,15,56,65,61,15
1347,-110,-45,5,0,35,10
1348,-53,-15,1,-23,-20,4
1349,-12,-50,-22,43,18,-25
1350,30,132,67,-13,57,11
1351,40,62,55,15,55,55
1352,15,-15,-35,-10,-45,80
1353,-31,-60,-30,-37,-20,-31
1354,5,-25,10,90,30,-25
1355,-9,-53,-53,-28,-20,13
1356,-45,-38,-10,-48,-40,-16
1357,-15,30,-5,25,20,100
1358,-55,-40,10,-30,-65,5
1359,115,-62,-9,-92,-37,-50
1360,-4,-14,-66,36,-51,65
1361,33,-7,-5,-1,41,-44
1362,12,-11,36,-46,36,-7
1363,25,2,28,-10,0,-25
1364,-50,-70,-20,-10,0,-20
1365,-15,54,75,-1,-60,-53
1366,10,-5,-25,35,35,20
1367,5,-24,-1,-26,11,5
1368,21,54,-5,1,30,74
1369,35,15,30,25,30,10
1370,-10,-20,-5,40,5,40
1371,14,24,-15,15,10,-55
1372,-25,-35,-15,41,57,32
1373,-26,-17,-3,32,10,42
1374,30,50,20,5,-15,-15
1375,30,55,-37,5,-37,-6
1376,30,-57,-17,-12,-17,-37
1377,-15,5,25,35,75,55
1378,50,65,35,20,30,65
1379,-5,-33,-7,-38,-25,-53
1380,-34,-60,-31,-90,-41,-69
1381,15,10,15,-30,30,-10
1382,-4,-7,3,10,-1,9
1383,-5,16,0,15,10,54
1384,10,90,25,45,-20,-5
1385,-5,-35,-80,-20,-80,-70
1386,-35,-3,-29,3,-29,-14
1387,27,26,15,26,15,53
1388,0,-2,3,32,23,29
1389,8,131,34,41,4,82
1390,42,20,16,-10,16,0
1391,-10,-20,0,20,0,-50
1392,-39,-65,-72,17,12,12
1393,-10,-27,25,-11,19,-58
1394,72,95,75,105,85,50
1395,35,37,20,7,30,30
1396,-10,-20,-10,-47,-18,-50
1397,55,70,-135,80,-130,45
1398,11,-15,20,15,35,-1
1399,-15,-90,-5,-70,-35,-90
1400,0,25,5,5,5,0
1401,60,60,-20,40,5,30
1402,-29,-18,-36,-36,-41,12
1403,59,55,42,108,43,43
1404,15,35,-30,35,-45,-30
1405,50,25,-15,60,45,5
1406,30,65,145,20,20,-40
1407,15,0,5,-25,10,-30
1408,44,69,83,13,-4,22
1409,20,-35,-7,5,-27,-48
1410,15,70,10,25,0,35
1411,52,110,21,30,11,16
1412,-10,20,-9,35,-50,9
1413,22,-9,13,65,85,62
1414,9,8,26,-42,21,74
1415,-19,-63,-60,-40,-55,-23
1416,25,-10,10,-37,-15,-75
1417,41,30,49,35,38,6
1418,11,89,-26,-51,-6,-37
1419,-25,-15,-14,-15,-14,-52
1420,38,-15,-32,82,124,55
1421,-58,-45,-16,20,29,-40
1422,11,15,15,20,20,10
1423,51,8,17,-20,-10,-25
1424,15,30,82,-2,35,-6
1425,2,42,-8,-34,-92,-27
1426,-70,-95,-40,-75,20,-10
1427,36,25,94,30,42,23
1428,10,15,62,35,62,16
1429,-45,-55,-40,-80,-70,-10
1430,-36,80,45,-12,-5,41
1431,20,90,-50,30,-15,75
1432,10,8,13,13,8,-26
1433,35,50,40,-25,35,-40
1434,-25,3,-10,-80,-60,2
1435,-19,-38,-60,-20,-10,0
1436,-25,-115,-15,-145,-105,-65
1437,-15,50,15,-40,-15,25
1438,-25,81,19,-6,21,105
1439,30,-10,22,45,42,0
1440,0,50,-5,20,5,0
1441,-10,20,40,-90,-20,-25
1442,37,69,37,73,39,-12
1443,-8,-55,-50,-30,-25,30
1444,30,40,10,25,65,-5
1445,5,-4,6,7,14,-24
1446,-17,-6,-3,-44,-29,-64
1447,-35,-48,10,25,30,-25
1448,-10,10,-10,-55,-55,-35
1449,-25,-46,5,-10,-25,-19
1450,-20,15,-5,-40,-5,35
1451,38,100,82,27,36,18
1452,-10,12,-50,11,-50,-14
1453,-6,-55,-24,-25,6,-10
1454,-20,14,15,-46,-15,-63
1455,-55,-35,-91,-70,-16,-5
1456,-9,-4,-30,11,-20,23
1457,-40,-45,-15,-35,-20,-38
1458,10,-45,-45,-65,-65,-40
1459,-55,-100,-95,-30,-45,-10
1460,5,90,11,80,35,9
1461,11,5,-17,-5,-22,69
1462,45,65,33,-20,28,36
1463,40,-20,-50,60,5,65
1464,30,-25,28,-10,28,-46
1465,10,-40,42,35,-25,-37
1466,-155,-20,-55,-5,0,30
1467,30,53,5,-5,-30,-40
1468,80,88,55,110,20,47
1469,-11,31,-30,98,40,-28
1470,-8,-59,38,2,102,-59
1471,15,40,30,55,40,53
1472,-17,16,9,-24,-21,17
1473,5,-15,-25,60,60,70
1474,-38,-27,-61,-27,-55,-17
1475,-42,-35,-7,-35,10,-77
1476,15,-90,-50,-95,-45,5
1477,40,25,-95,15,-50,30
1478,11,48,40,-9,3,37
1479,16,50,55,60,55,59
1480,12,36,22,41,35,0
1481,-18,-25,-5,25,-5,23
1482,-20,67,42,-16,24,33
1483,-33,-25,-26,-6,0,18
1484,-45,-47,-134,6,4,12
1485,7,48,14,12,-28,35
1486,35,-30,40,25,40,25
1487,-10,-59,0,-23,-40,-68
1488,-5,-15,35,-5,25,-40
1489,3,-71,-29,71,19,-55
1490,23,-23,-28,-1,-8,-42
1491,15,-45,10,65,50,10
1492,-30,-15,10,-64,-30,-102
1493,-21,-17,-18,18,-19,7
1494,-22,-44,-29,-15,-14,-15
1495,-5,-42,0,-15,-15,-20
1496,23,18,12,-10,-10,41
1497,30,30,-70,67,78,-26
1498,-46,-18,-20,-7,-22,-10
1499,-10,65,45,35,70,50
1500,-5,-40,-20,36,-3,-3
1501,0,-35,-8,-2,-5,29
1502,-20,-30,-20,-45,-25,-25
1503,-53,2,23,24,29,96
1504,12,15,15,-45,-35,0
1505,30,40,-20,-30,15,-30
1506,15,-1,98,7,78,-12
1507,8,-5,0,40,-10,-30
1508,-1,110,-40,-7,43,15
1509,-35,-78,-27,-60,-50,-39
1510,145,60,60,30,-10,-15
1511,-27,-23,-47,-23,-47,-37
1512,0,70,50,74,24,20
1513,61,48,-46,48,41,78
1514,25,25,-15,-15,-35,-63
1515,-40,-25,-30,-25,-30,-60
1516,-15,-5,5,-20,20,35
1517,-1,25,67,-17,58,6
1518,30,5,16,65,21,23
1519,20,-45,-20,65,-15,80
1520,5,22,30,-2,-5,20
1521,28,85,25,-5,75,60
1522,-34,-13,-30,-50,-60,-20
1523,55,50,55,45,45,-15
1524,40,-5,-30,5,5,25
1525,-22,-110,65,-35,25,-70
1526,-70,-50,10,10,-35,-10
1527,10,-10,-45,5,-15,-20
1528,-51,-32,-27,12,15,28
1529,10,-45,-20,80,20,-20
1530,-12,-16,8,-1,-65,20
1531,-35,-60,-35,-80,-70,-30
1532,-21,105,70,-17,-5,51
1533,-75,27,35,-25,25,32
1534,-15,-3,8,15,25,-9
1535,70,26,-5,6,-10,24
1536,26,53,78,8,10,-18
1537,-34,-35,-34,-10,-50,79
1538,-8,35,-20,-10,10,-10
1539,20,20,-37,-45,-37,-36
1540,-2,63,12,-49,-15,-3
1541,-15,10,-51,0,4,20
1542,-59,-8,-43,-32,-47,-21
1543,0,25,115,-20,70,0
1544,15,5,10,24,-7,10
1545,39,3,23,-58,12,-59
1546,8,17,42,-56,-35,-46
1547,-5,10,-45,-50,-75,10
1548,-20,-1,38,50,-37,-18
1549,-16,-60,-28,-115,-65,-45
1550,25,30,0,41,17,37
1551,-20,-75,30,-45,50,-40
1552,20,15,5,-10,5,0
1553,-33,-9,41,-43,23,-36
1554,14,13,0,4,-5,-1
1555,-50,-70,-25,-110,-50,-55
1556,-1,25,-20,35,-50,-9
1557,8,-15,15,5,10,-14
1558,40,20,55,45,45,-5
1559,45,51,50,36,65,60
1560,-28,30,-15,50,-5,-2
1561,-49,-48,-43,-52,-47,-31
1562,60,55,-75,45,-30,50
1563,10,20,-30,-30,15,-30
1564,5,40,11,-15,-38,-44
1565,25,-25,-20,-50,-10,-10
1566,-55,-75,-35,-50,-30,-50
1567,-44,0,-37,12,-33,-7
1568,66,81,45,71,28,49
1569,-10,-31,26,19,26,-15
1570,20,5,30,55,110,-45
1571,-5,10,5,9,-7,8
1572,-14,-11,62,-11,42,-3
1573,-30,-45,-44,-25,-49,-30
1574,-32,-74,-37,-113,-49,-88
1575,-37,-45,25,-28,5,-30
1576,-5,-35,10,-35,-25,-55
1577,15,-7,0,50,35,22
1578,-5,-35,45,-50,10,-35
1579,-105,-5,-30,60,5,0
1580,0,-5,-10,35,0,-10
1581,35,77,31,64,1,69
1582,-30,-84,-85,-5,-55,14
1583,-31,-37,30,20,32,1
1584,10,-15,10,-45,-20,-55
1585,50,70,50,44,4,20
1586,-40,20,-60,-65,-160,10
1587,-56,-125,-58,-138,-63,-30
1588,41,46,36,61,-9,50
1589,20,-10,-40,25,-35,75
1590,-10,-10,-7,-15,-12,-51
1591,-20,-10,-50,40,10,50
1592,50,18,30,23,65,-23
1593,-10,-20,0,50,70,65
1594,-61,-54,-5,-45,-55,-25
1595,36,2,35,89,35,23
1596,-14,15,29,45,-11,-39
1597,-7,-10,35,-30,-5,27
1598,-10,25,10,-30,45,-50
1599,6,-23,-53,-13,10,23
1600,5,-55,-65,35,20,-25
1601,25,9,-10,45,20,26
1602,20,58,-11,23,-1,-6
1603,38,61,30,66,35,65
1604,29,4,35,48,31,19
1605,18,0,5,32,13,30
1606,15,10,67,60,67,26
1607,-8,-16,8,-2,7,-2
1608,-38,-93,6,-41,16,-69
1609,25,26,90,15,10,-1
1610,5,15,0,10,0,25
1611,80,-10,-26,30,-6,10
1612,-10,-110,-25,-35,-35,-40
1613,55,85,-170,55,-170,110
1614,25,70,10,-30,-50,5
1615,2,-4,-16,-90,-25,-31
1616,8,30,-5,-20,-15,2
1617,-57,-44,-35,-4,-60,0
1618,0,-10,10,-90,-60,25
1619,3,20,-8,13,10,20
